round,loss,accuracy,f1,precision,recall
1,0.26849212799971245,0.9123425692695214,0.5438245002347121,0.5487980992928274,0.5867619161435734
2,0.18993071633308253,0.9394690951366015,0.5763902333088448,0.5834484954277978,0.6263863176964938
3,0.1688399113750786,0.9459407091648905,0.612380641772704,0.6172535627614294,0.6503449588210337
4,0.15358546669285464,0.9494671575276109,0.6159784037354661,0.6545207586477122,0.6589925114846219
5,0.16040924696630343,0.9473357876380546,0.6282184234243297,0.6761572127875775,0.6594377526830919
6,0.1473264484194401,0.9526835884518504,0.6366396605253731,0.6758582109434741,0.6728989099098018
7,0.15394549729593776,0.9477233094361558,0.6103085751447623,0.6988168530658186,0.6524775790508118
8,0.14369789012768222,0.9521023057546987,0.6292738825794836,0.6952292308111089,0.665509933140214
9,0.15999483083961455,0.9478395659755862,0.6249876099598354,0.6735807060315786,0.6633235466458981
10,0.14229842125127953,0.9527610928114707,0.6687356533393586,0.704793272673377,0.6964627832473
11,0.1631469233585545,0.9489633791900794,0.6348428543051439,0.652886052110408,0.6667314176466754
12,0.15050788947637866,0.9522573144739391,0.6395960491257835,0.7045692397157147,0.6580652297403641
13,0.17212281429191312,0.9547762061615966,0.6754212997260133,0.689964139399772,0.6921691175539577
14,0.15068911678729605,0.9500096880449526,0.6311034693298476,0.6675920327398973,0.6657734616497902
15,0.15311205942855743,0.9534973842278628,0.6748125589572601,0.7687815212222529,0.6926973534659554
16,0.15971207739920654,0.9540011625653944,0.6808396967709649,0.7240121607002675,0.7060961647827014
17,0.14004609727901074,0.9553574888587483,0.6838269573012078,0.7533949459443765,0.6929312069994324
18,0.15056957748365413,0.9496996706064716,0.6561314693608039,0.7329365897432129,0.6821374631665932
19,0.13941556666103405,0.9530711102499516,0.6799753567783963,0.70531426701002,0.7073451133711872
20,0.14268801249874075,0.9534973842278628,0.6543311507833187,0.7109159901820952,0.6823364731404868
21,0.13944861630417768,0.955590001937609,0.721484579466642,0.804163338157048,0.718224098532124
22,0.14143306850994355,0.9551249757798876,0.6876894261079425,0.7484353756298656,0.692996567346946
23,0.1378348096720102,0.9566363107924821,0.7059707954539916,0.7670216548658678,0.7115493817727787
24,0.14068742423608677,0.9541174191048246,0.6478609713585203,0.725139780541109,0.6631610465229845
25,0.1509520415614405,0.9532648711490022,0.6874332145132074,0.7790214270240365,0.7090013905660121
26,0.1432488166022453,0.9562100368145708,0.7092096964078363,0.7790386093682463,0.721533710295938
27,0.14046302098644448,0.9536136407672932,0.7058447522964216,0.7922811889073148,0.7306467526203498
28,0.15210158726320644,0.9513660143383065,0.6491317373345448,0.7046736080138979,0.6746626230478434
29,0.14654980210215288,0.9535748885874831,0.6312905388596429,0.7248133821456026,0.6628155622650045
30,0.1469592135743886,0.9532261189691921,0.6887059849932949,0.7223077939745057,0.695409417018553
31,0.14138936077040126,0.9543111800038753,0.6860243316726508,0.7236291294963406,0.7044314274661791
32,0.14639043276727118,0.9531486146095718,0.6443879832803243,0.7249725347740569,0.6623608758352592
33,0.1439183371198937,0.9540786669250145,0.6977277857310769,0.7567294033781896,0.7161609127949481
34,0.14280253677803795,0.9529548537105212,0.6836461690987942,0.737994255025405,0.7091664912069964
35,0.1389408019145222,0.9534586320480527,0.6414068728699849,0.7203528094726822,0.6701997299139018
36,0.1463433130845107,0.9528385971710909,0.6657432836559868,0.7242296369192839,0.6899387377894419
37,0.15230460581946248,0.9487308661112187,0.6560279048873885,0.7465079700651842,0.6827426772064163
38,0.15435929251396246,0.9499321836853323,0.6399008063090753,0.7129025030142041,0.6673917546210778
39,0.16688820652734446,0.9463669831428018,0.6160219576577709,0.6737088424874077,0.6565805130848293
40,0.15194468961317995,0.9472970354582445,0.617839916817352,0.6705696292948884,0.6593289209820308
41,0.15295713949003692,0.9500096880449526,0.6584593802185221,0.764136603896494,0.6801521260479536
42,0.14353265425789796,0.9540011625653944,0.6602252429075774,0.6991308630757641,0.6918600327036292
43,0.14807442766627793,0.9550862236000776,0.6636784318141984,0.7407521974164265,0.6846288872353758
44,0.16836531074113842,0.948459600852548,0.6315809483997187,0.6974769235433702,0.6636872735308701
45,0.14440066622130932,0.9538074016663437,0.6579734968805703,0.6986161140145224,0.6842847419433146
46,0.14718957032472027,0.955241232319318,0.7051083472725741,0.763515387220664,0.7234794589357584
47,0.14609805366958764,0.9568688238713428,0.6766937995836008,0.7330226954535359,0.6927687806394308
48,0.1550513036261809,0.950164696764193,0.6354902963477281,0.6928108117229037,0.6682017874540307
49,0.1462830752166083,0.9537298973067235,0.6800664311939579,0.7245001429682161,0.6982962955329339
50,0.15469082967067638,0.9536911451269134,0.6580085717868916,0.7182188713487023,0.6822571323050152
