round,loss,accuracy,f1,precision,recall
1,0.014978193657924918,0.9967146183534815,0.9952446488593547,0.993804567865673,0.9967148219405424
2,0.014433969151670133,0.9969697936269976,0.9955617482420859,0.993652359472482,0.9975221153925022
3,0.012245607783483471,0.9969378967178081,0.9955330517924327,0.9937887160808093,0.9973191290585286
4,0.013169051645058239,0.9970335874453765,0.9957156796366011,0.9945625102768688,0.9968877515131249
5,0.011942463574563128,0.9973525565372715,0.9961017747009895,0.9944612318900825,0.997779634301834
6,0.010450838255418066,0.99744824726484,0.9961248785281979,0.9941281758971741,0.9981785378084489
7,0.01150773318643035,0.9972568658097031,0.9959684663156946,0.994700161746399,0.9972602783366279
8,0.01082280542394869,0.9974163503556506,0.9961654273941132,0.9950416513225636,0.9973079017459697
9,0.010953700857373244,0.9975439379924085,0.9962806918174214,0.9947726335206071,0.9978204534907084
10,0.010519634773590327,0.997384453446461,0.9960505829502204,0.9944544076846699,0.9976832572973826
11,0.009928374738226721,0.9973525565372715,0.9960493862765222,0.9946371294156536,0.997490564653188
12,0.01012504068463405,0.9976715256291665,0.9964956153075969,0.9951461491905256,0.9978710213154646
13,0.010045051497552313,0.9977353194475456,0.9965706782011006,0.9952211402047892,0.9979461564222393
14,0.009963123803901037,0.9976715256291665,0.996455646911983,0.9947152456523851,0.9982390798304689
15,0.009929076435648797,0.9975758349015981,0.9963010790408945,0.9943934080391594,0.9982606056613599
16,0.00998899460356132,0.9972887627188926,0.9959483378731205,0.9943906887159446,0.997540600780637
17,0.010444853821144217,0.9976077318107875,0.9964036257506361,0.9950642988848218,0.9977676610825712
18,0.009896288668862907,0.9975439379924085,0.9962183968802557,0.9943744296772877,0.9981101990326146
19,0.010076296072154742,0.99808618544863,0.9970865392094302,0.9960010505446125,0.9981895010887387
20,0.00944967988384469,0.997767216356735,0.9966308707841081,0.9952418817773939,0.9980474413251119
21,0.011247524088540605,0.9977353194475456,0.9965869187381666,0.9952468629278256,0.9979516947890226
22,0.009274911301427475,0.9977991132659245,0.9966674036074964,0.9953709104537052,0.9979880573994162
23,0.01273955374829723,0.9975439379924085,0.9963353889251229,0.9948775127783135,0.9978223964748777
24,0.009261526357286614,0.9979267009026825,0.9968488018549357,0.9957359438239939,0.9979794747493855
25,0.011490163582744663,0.9976715256291665,0.9964922728102067,0.9949195603915094,0.9980998369649586
26,0.009931490798086327,0.9980223916302511,0.9969887226383518,0.9959574340122443,0.998036053008866
27,0.00917095105798148,0.9980542885394406,0.9970431421454996,0.9960162756999338,0.9980872500647592
28,0.01241037730112729,0.9980223916302511,0.9970114435332128,0.995925994199365,0.998114365981964
29,0.009882180649771562,0.9979904947210615,0.9969237794387664,0.9958396837167962,0.9980254186089349
30,0.010460037362723731,0.9976715256291665,0.9964659955848462,0.9947765236558416,0.998195816951957
31,0.011792785085216195,0.9975439379924085,0.9962772233001017,0.9946037701400048,0.9979908866457516
32,0.009769042045272016,0.9980223916302511,0.9969803607654435,0.9956315777039321,0.9983555191613019
33,0.015033113145535607,0.9979904947210615,0.9969777473463555,0.9960785481168181,0.9978891964465519
34,0.008740586692025881,0.997831010175114,0.9966957485914705,0.9952033103397103,0.9982202349806153
35,0.010879789994271567,0.9981180823578195,0.9971401313107723,0.9961378937869394,0.9981583422891616
36,0.011210001934562614,0.9978948039934931,0.9968244651755265,0.9955128717090725,0.9981604345266913
37,0.009158039075264622,0.998149979267009,0.9971996339927571,0.9962076699386441,0.9982064625837893
38,0.010285817666134942,0.9977353194475456,0.9965915244625184,0.995344869914242,0.9978597576843964
39,0.010045098015733665,0.9980542885394406,0.9970215957519711,0.9958833719678698,0.9981788666888076
40,0.010878751869718168,0.9977991132659245,0.9966174358786389,0.995306556736661,0.9979525598050716
41,0.0101926235473441,0.9977034225383561,0.9965453477086559,0.9951103088632374,0.9980115822726151
42,0.010412779674427185,0.9977353194475456,0.9965476753749584,0.9947673313270825,0.9983729179122719
43,0.010091121162176886,0.9977034225383561,0.996521417631125,0.9947284995563794,0.9983599747314112
44,0.012483122293860187,0.99808618544863,0.9970714692018878,0.9957878419288445,0.9983790967420934
45,0.01469237123081284,0.9975758349015981,0.9963204876102442,0.9946176782222294,0.9980639464225058
46,0.01314165917326891,0.9980223916302511,0.9970226305024845,0.9959646483925065,0.9980977766870216
47,0.011055833176072198,0.9981180823578195,0.9970873367155197,0.995737690822032,0.9984632074470068
48,0.009618248635370039,0.997639628719977,0.9963977032591679,0.9945137296260032,0.9983316978857623
49,0.011217606421293321,0.9978629070843036,0.9967140626892921,0.9954850245411452,0.9979652695350231
50,0.010754095899645799,0.9976715256291665,0.9965228172844112,0.9952415269081223,0.9978282059367112
