round,loss,accuracy,f1,precision,recall
1,0.06167885798116913,0.990390625,0.9630422657971073,0.9397193042551935,0.9900057062630668
2,0.03613993259772542,0.9884375,0.9608167334040068,0.9374971592214248,0.9879027757872061
3,0.019240260900005524,0.9943359375,0.9660566210833487,0.9416222310250576,0.9954522858454744
4,0.021820675689782548,0.9932421875,0.9680505073947476,0.9451309117599049,0.9947335173938512
5,0.02936033108186166,0.9928515625,0.9680959792896969,0.9459834456601155,0.993565644791769
6,0.02189361636266767,0.9944140625,0.9685855311167171,0.9457636044916549,0.9954760158977595
7,0.022111952566933723,0.9952734375,0.9732883084020862,0.954216934246704,0.9950483005916151
8,0.01970011153465748,0.9958984375,0.9701072356870252,0.9488023476255687,0.9954244548753934
9,0.029935519875880345,0.9927734375,0.966627962712758,0.9442298452342601,0.9925257217732694
10,0.01859936991106224,0.9948828125,0.9689121942390638,0.9456147613518822,0.996726239915585
11,0.02428780598556841,0.995546875,0.9732046518914024,0.9533255019973806,0.996182779889423
12,0.01604713048200665,0.9959375,0.9730725738632197,0.9530093891663565,0.9964414214104381
13,0.015395072191606686,0.9958984375,0.9738576742225211,0.9543862154438856,0.9963948847723484
14,0.015483106722657567,0.9962109375,0.9722789564908441,0.9510535064745104,0.9975312375859974
15,0.02252973840790105,0.99421875,0.9722505878239639,0.9519900212757431,0.9953627431570764
16,0.019332158237698422,0.9941796875,0.9721980401330285,0.9519131729322688,0.9953370846218104
17,0.014721103423495379,0.99578125,0.9736101561892141,0.953972031642256,0.9963273201337849
18,0.014306454812864331,0.9962890625,0.9748246014490001,0.9559425789378955,0.9966394625790587
19,0.013277125275083677,0.9962109375,0.97362157172783,0.953920385953731,0.9966022092228312
20,0.015003550347962573,0.99671875,0.9746286197348778,0.9549926307449703,0.9977669120809725
21,0.016729972501428846,0.9962890625,0.9737279132947887,0.9540794634089258,0.9966535262933633
22,0.012806337452914249,0.99625,0.9737045387244678,0.9540602608660629,0.996624730769019
23,0.018483215599525805,0.9957421875,0.9753690531805219,0.9569966761572103,0.9962824047267819
24,0.012731693678629198,0.996328125,0.9728658293336503,0.9520277871758485,0.9975962056458448
25,0.013783373635478711,0.99609375,0.9741524540241632,0.9548405705800205,0.9965200404596007
26,0.013606900305651379,0.9963671875,0.9760998597572506,0.9581260605169731,0.9966704419571296
27,0.013442786691968252,0.996328125,0.9760467756122986,0.9580468993750568,0.9966447834218635
28,0.025362371057686274,0.995546875,0.9776244753818564,0.9617273986901429,0.995217293951137
29,0.013033331793128298,0.996171875,0.977377412209464,0.9596701382573168,0.9974939873157609
30,0.013618355789017187,0.99578125,0.9758648533524805,0.9578620096857329,0.9962960557160971
31,0.023625927832338363,0.9955078125,0.9775716405469228,0.9608713351627389,0.99616640772201
32,0.014546788381459095,0.9962890625,0.9759624505859928,0.9580116904013708,0.9965100013600009
33,0.013837741198761506,0.996171875,0.9768631745187897,0.9602480183407528,0.9955627242275898
34,0.011572288003956146,0.9962890625,0.9763465778674677,0.9585718359783822,0.9966165283078813
35,0.016959438522721085,0.9959375,0.9795145160677038,0.9642000596966789,0.9964126289720848
36,0.01314992640309299,0.99640625,0.9765348955825028,0.958921759356716,0.9966342366667641
37,0.013214517438242979,0.99671875,0.9789545209967657,0.9630705296736707,0.9968045631317648
38,0.01476193854575598,0.9965625,0.9775176453282128,0.9605294116045024,0.9967815339300772
39,0.011608880236834408,0.9966796875,0.9777655212171221,0.9610554403338586,0.9967368380529661
40,0.015612375465731531,0.9962890625,0.9787023833794293,0.9619518693842628,0.9975537622181764
41,0.01431968885106091,0.996484375,0.978218373707233,0.9610377353596068,0.9976903850410173
42,0.011353712528986221,0.996796875,0.9784047120219427,0.9614061474708993,0.9977734414298746
43,0.011013101182453227,0.9967578125,0.9779359616182458,0.9605941460884863,0.997756653451481
44,0.014965165437990535,0.9966796875,0.9774448112917818,0.9598211794336641,0.9976549396909058
45,0.012306268824234863,0.9967578125,0.9794289711429188,0.9630286268348999,0.9979083839319723
46,0.012501637866790372,0.9966015625,0.9796067286090778,0.9635071788537967,0.9976877557074388
47,0.010447303319632652,0.9969140625,0.9775029076754507,0.9598327583798344,0.997858206771821
48,0.011775260704126787,0.9966015625,0.981499144667293,0.9667555567496176,0.9977807593513766
49,0.010808344544789286,0.9966796875,0.9785108216769786,0.9623555711917164,0.9967285079064555
50,0.010280161856790926,0.996953125,0.9782623935990784,0.9611169210503485,0.997878672149655
