round,loss,accuracy,f1,precision,recall
1,0.027777684472655988,0.9953749481675226,0.9935433520363843,0.9921338261053321,0.9949911024757834
2,0.01643557688444727,0.9961723708972601,0.9945341248806192,0.992828848951349,0.9962830947667799
3,0.01591867749723891,0.996236164715639,0.994614528625074,0.9929502210506943,0.9963220305805424
4,0.014921474466487705,0.9968103090810501,0.9953370540581218,0.9933247254384598,0.997405760259218
5,0.016642026136988758,0.9968103090810501,0.9953372236324124,0.9932966829242609,0.9974349515064435
6,0.014224990015089702,0.9968103090810501,0.995360223491568,0.9936679167585457,0.9970918324735656
7,0.014826958912244255,0.9966508245351026,0.9951238363648551,0.9933861155297926,0.9969044928935477
8,0.014090232461269697,0.9968422059902395,0.9954189354593671,0.9938217779405796,0.9970523790265169
9,0.013957057905250087,0.9967146183534815,0.9951923198940988,0.9938962584221509,0.9965120394318883
10,0.01459236252859328,0.9966189276259131,0.9951291019441095,0.9930739277136419,0.9972417581364719
11,0.012669616693433625,0.9968422059902395,0.9954409178459965,0.9938123214946112,0.997105432036911
12,0.012457901905468017,0.996874102899429,0.9954943311469509,0.9939176133994416,0.9971047510862436
13,0.012156608601372671,0.9969059998086185,0.9954912527993316,0.9936438455723405,0.9973855210300112
14,0.012374493077118222,0.9968422059902395,0.9953937645154415,0.9940039493635078,0.9968106409441626
15,0.01181791177211595,0.9968103090810501,0.9953871994055459,0.9937608478947865,0.9970503036964965
16,0.012195381483023503,0.996746515262671,0.9952523695110026,0.9935377023353394,0.9970081382968803
17,0.012249826021898759,0.9969697936269976,0.9956067947013388,0.9940441351270146,0.997202858122793
18,0.012041534938145517,0.9969378967178081,0.9955491505700039,0.9938154488922237,0.9973233808236276
19,0.012697487524704534,0.9969378967178081,0.9955003970438545,0.9937068367998142,0.9973384746341591
20,0.012561731115426777,0.9969059998086185,0.9954341864379134,0.9937485296890373,0.9971604838404502
21,0.01307044893871384,0.9968103090810501,0.9953348015158467,0.9934476456055548,0.9972702397955026
22,0.011674193219748798,0.9970335874453765,0.9956729994319526,0.9939285443127583,0.9974592942354511
23,0.011543038396110315,0.9969697936269976,0.9956066311673359,0.994072458165025,0.9971736668755676
24,0.012276711981818502,0.9970973812637556,0.9957065862436246,0.9937325254462273,0.9977350759237397
25,0.011482170095072389,0.997129278172945,0.995744169816128,0.9937559252463855,0.9977872391007396
26,0.011186105142933427,0.9970335874453765,0.9958014352512832,0.9944160967133452,0.9972119982755381
27,0.011144122698019511,0.997129278172945,0.9959026813005253,0.994532870759378,0.9972975033598046
28,0.012297330988545433,0.9969378967178081,0.995568075716445,0.9940974104687126,0.9970683390903226
29,0.011590609584894846,0.9972249689005135,0.996041271651747,0.9948567059409812,0.997245107719958
30,0.011918840036730726,0.997001690536187,0.9956923868990225,0.9938006958429724,0.9976321682480122
31,0.011954956096761626,0.9971611750821345,0.9959198063220248,0.9943763856377598,0.9974944477690982
32,0.011081555157031377,0.9970973812637556,0.9957177804206131,0.9937404519305587,0.9977489644777069
33,0.011666303832263485,0.9974801441740295,0.996304166807372,0.9949504206509026,0.9976834218519889
34,0.011166175357660138,0.997065484354566,0.9957290490929093,0.9938033306658753,0.9977057523306632
35,0.01062804769972192,0.9972568658097031,0.9960107153765919,0.9944335078520385,0.9976218021110113
36,0.01170706332740958,0.997065484354566,0.9958542458993898,0.9946549120010062,0.9970744943197152
37,0.011096482720229046,0.997384453446461,0.9961203285008713,0.994181842031035,0.9981108840526268
38,0.01047157967457109,0.997193071991324,0.9958967532268419,0.9943623479919534,0.9974641022660395
39,0.010298150698999755,0.9974801441740295,0.9963098504802452,0.9949424366588225,0.9977030318500587
40,0.010251934804481524,0.997320659628082,0.99608344129332,0.9947161851285152,0.997476416215763
41,0.011001595170411714,0.997001690536187,0.9956782273109478,0.9940762498846423,0.9973154583762642
42,0.01110489497018443,0.9972568658097031,0.9959058226147394,0.9938415441241266,0.998029838378961
43,0.010591730456218036,0.997512041083219,0.9963416327439544,0.9950021774344824,0.9977063937817636
44,0.010700980839874273,0.997001690536187,0.9957363418930787,0.994354353678232,0.9971442679828406
45,0.010545183984068467,0.9972568658097031,0.996069707298341,0.9946867940083071,0.9974785719028413
46,0.009672501981452931,0.99744824726484,0.9962997303858645,0.9949575080390036,0.9976664357887561
47,0.009971236406991147,0.9975439379924085,0.9963722294885652,0.9946277274186054,0.9981590923649856
48,0.0112726107934241,0.9974163503556506,0.996097840181498,0.9941092176456889,0.9981414942473879
49,0.010475410561009273,0.997512041083219,0.996357867687048,0.9950292806238368,0.9977106455468625
50,0.011015376691960512,0.9975439379924085,0.9964819598951321,0.9954299227360637,0.9975501450930827
